""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"Il2rb"	4.04011491453301	-1.16380276472985	1.50071512721691	-0.775498789625807	0.438044980404604	NA
"Sstr3"	0.226837043338025	-1.43867841350978	4.52762885011162	-0.317755377292975	0.75067050141942	NA
"Rac2"	2.30074028548873	-1.95084149133072	1.72079085828962	-1.13368889771402	0.256925068309334	NA
"Cyth4"	4.65639250784155	-0.624360168875295	1.12139181006921	-0.556772542182879	0.577682846261998	NA
"Elfn2"	0	NA	NA	NA	NA	NA
"Mfng"	0	NA	NA	NA	NA	NA
"Card10"	2.25601523480118	-4.17694665100926	2.19463350940381	-1.90325474987574	0.0570073122137791	NA
"Lgals2"	0.242957882308302	-1.45584083925113	4.52622556893423	-0.321645666367866	0.747721143959116	NA
"AL592169.1"	0	NA	NA	NA	NA	NA
"Galr3"	0.190274868559941	0	4.56215292161227	0	1	NA
"1700088E04Rik"	4.01224757612188	0.668368742857229	1.21514585176688	0.550031703507353	0.58229762872022	NA
"Sox10"	7.07828536079086	-0.227253434627746	1.09515338267975	-0.20750831638914	0.835612898482472	NA
"Pick1"	14.8872766864961	0.972423039295808	0.667335436674001	1.45717278875877	0.145068689916923	NA
"Slc16a8"	0	NA	NA	NA	NA	NA
"Baiap2l2"	0.604828970499609	-1.45880913243537	3.48089254829727	-0.419090538473809	0.675149965205237	NA
"Pla2g6"	11.2953192343746	-0.756444665714129	0.801768667378953	-0.943469976429745	0.34544056521079	NA
"Kcnj4"	3.14968711646527	0.394853699643554	1.42753598887129	0.276598070186486	0.782088746675898	NA
"Dmc1"	0.82132959233042	-0.520841500407943	2.47408688236791	-0.210518678272711	0.833262875133459	NA
"Fam227a"	5.19332501236438	-1.34900426702406	1.37545692797631	-0.980768092105094	0.326707116511412	NA
"Cby1"	14.4028806446843	0.58356830632636	0.662582060535338	0.880748726965021	0.378453836865774	NA
"Npcd"	0	NA	NA	NA	NA	NA
"Pdgfb"	15.5584245425418	-0.931539703674608	0.64374585758146	-1.44706127845915	0.147879761731221	NA
"Syngr1"	4.08947291696352	0.943446005044277	1.21263018081985	0.778016265772325	0.436559424149479	NA
"Cacna1i"	0.162055352453534	0	4.56215292161587	0	1	NA
"Enthd1"	0	NA	NA	NA	NA	NA
"Grap2"	0	NA	NA	NA	NA	NA
"Fam83f"	0.0739102240141656	-0.586496486132	4.56215292161587	-0.128556954624017	0.89770822881466	NA
"Mchr1"	0.342100875563324	-2.15995525122385	4.48074352965536	-0.482052863978578	0.629768393164336	NA
"Dnajb7"	0	NA	NA	NA	NA	NA
"Chadl"	4.28588525546184	0.194186253411176	1.22903273227734	0.1579992528363	0.874457387470997	NA
"Csdc2"	3.96688238307196	-2.44913571079528	2.05138186475137	-1.19389556516925	0.232518822523314	NA
"1700029P11Rik"	0.0810276762267669	0	4.56215292161587	0	1	NA
"4930407I10Rik"	0	NA	NA	NA	NA	NA
"Mei1"	0	NA	NA	NA	NA	NA
"Shisa8"	1.35720905425305	-1.46060920602605	2.51041721302965	-0.58181930813936	0.560688397108327	NA
"Tnfrsf13c"	0	NA	NA	NA	NA	NA
"1500009C09Rik"	0	NA	NA	NA	NA	NA
"Sept3"	2.36160128176089	-0.730446063032366	1.91452845755962	-0.381527921482785	0.702811556818216	NA
"Wbp2nl"	0	NA	NA	NA	NA	NA
"Naga"	14.9180335493156	-0.839693747396699	0.716644735586058	-1.17170154987605	0.241316900566953	NA
"Fam109b"	13.7434925307676	0.445259562356394	0.755958790807888	0.588999781166046	0.555861420407388	NA
"Cyp2d22"	2.58177459868781	-0.757775749998593	1.72349582342219	-0.43967367933271	0.66017346847804	NA
"Cyp2d10"	0	NA	NA	NA	NA	NA
"Cyp2d9"	0.0843356048239046	1.75811927374801	4.55035707742432	0.386369518662736	0.69922302136701	NA
"Cyp2d12"	0	NA	NA	NA	NA	NA
"Cyp2d34"	0	NA	NA	NA	NA	NA
"Cyp2d40"	0	NA	NA	NA	NA	NA
"Cyp2d26"	0.156234747920997	0.796330587181566	4.55035707741629	0.175003977409554	0.861076508296334	NA
"Nfam1"	3.36093573244497	-2.9051563527366	1.61295158642511	-1.80114293397701	0.0716803541394109	NA
"Ttll1"	11.9760945185151	-0.536272835242434	0.784721659589841	-0.683392421617027	0.494358907459957	NA
"Bik"	0	NA	NA	NA	NA	NA
"Scube1"	6.25985492895399	-0.41448214432208	1.02981010278827	-0.402484053321915	0.687327821995245	NA
"Mpped1"	0	NA	NA	NA	NA	NA
"Efcab6"	0.0967764261984154	0	4.56215292161587	0	1	NA
